Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
12/31/2018,ASHB,18,6,4,5,5,6,3,3,4,4,2,3,2.65,0.377358491,12423798,456757927,-11296383,468054310,90.93,90.93,1.43,672988753,607569397,65419356,50227200,456757927,367182381,408356866,41174485,6471662,1,10,50630441,30953605,19676836,5268876,1513898,3754978,0,899954,27386038,7941140,11258996,0,8185902,1714240,6471662,324255895,347747242,6564399,0.411121755,2.432369457,7709202.00,41763857.00
12/31/2018,Byblos,2,0,0,0,0,0,0,0,0,0,0,0,11.15,0.089686099,4366284,34744258,-4402533,39146791,100.83,100.83,0.64,94273423,67127850,27145573,26249100,34744258,53623256,53623256,0,1233658,1,5,6457425,4135986,2321439,116732,68513,48219,0,-97988,2919392,242027,1193471,0,1483894,250236,1233658,54765391,39493377,14655,0.408808067,2.446135683,597953.00,30954555.00
12/31/2018,Converse,16,1,2,1,1,6,3,1,3,1,0,1,4.21,0.237529691,8441992,196282332,-4399395,200681727,52.11,52.11,0.53,281119378,242085077,39034301,16416633,196282332,187214116,203867560,16653444,4895271,2,13,21114678,9635307,11479371,2713169,871738,1841431,0,720816,16152312,983873,8962577,0,6205862,1310591,4895271,110144804.8,168675045.6,2305225.62,0.554878893,1.80219506,4672941.00,26448467.00
12/31/2018,Econom,28,3,1,2,2,5,2,1,2,3,1,1,0.13,7.692307692,171669,133629775,-1508428,135138203,878.68,878.68,0.38,221697397,188684080,33013317,22266343,133629775,95828768,97889728,2060960,2078026,1,7,17664310,8922279,8742031,2125762,489913,1635849,0,-4210466,7188263,416257,4119290,0,2652716,574690,2078026,129052173,91624676,1621479,0.573057775,1.745024749,-1553768.00,19752226.00
12/31/2018,Evoca,9,1,0,0,0,1,0,0,1,0,0,0,7.7,0.12987013,5990674,75424472,-2331653,77756125,38.92,38.92,1,130297717,101392795,28904922,17950000,75424473,63933542,63933542,0,1093411,1,4,8887293,4291228,4596065,672951,645596,27355,0,162516,5525732,356291,3740666,0,1428775,335364,1093411,66569143,64612018,1174097,0.676953931,1.477205396,929667.00,9858794.00
12/31/2018,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,22.82,0.043821209,25271820,103780022,-6974385,110754407,27.6,27.6,1.39,196669481,157113774,39555707,18434350,103780022,152952355,152952355,0,555153,0,1,11106093,3605338,7500755,2750969,507020,2243949,0,225135,10785492,1513411,8593543,0,678538,123385,555153,95596050,95276981,5128387,0.796768752,1.2550693,3284737.00,23815865.00
12/31/2018,IDbank,9,1,0,0,0,1,1,0,1,1,0,0,25.88,0.038639876,18802525,66887789,-4934310,71822099,26.55,26.24,1.05,122073956,81809834,40264122,33971850,61470502,56320356,67143396,10823040,2182970,2,5,11634191,4510499,7123692,738970,454591,284379,0,496934,9914133,1813773,5207554,0,2892806,709836,2182970,70829258,52333925,2745724,0.525265699,1.903798405,2790441.00,25451926.00
12/31/2018,Ineco,17,2,0,0,1,2,1,1,1,0,0,0,3.17,0.315457413,6724224,206924143,-5246219,212170362,78.02,78.02,2.17,292740724,241461022,51279702,14545680,206416531,164377527,169945342,5567815,8003599,3,16,29620471,12098351,17522120,2141883,1247007,894876,0,1287619,21044981,4143952,6987710,0,9913319,1909721,8003598,162672996,129111304,1487687,0.332036888,3.011713566,3522861.00,28999460.00
12/31/2018,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,0.19,5.263157895,16533,8771279,-53577,8824856,324.06,324.06,-1.29,53806269,17502739,36303530,32100000,8771279,6055416,6055416,0,2073987,4,6,3433636,124874,3308762,583664,43386,540278,0,-12083,4043744,-82490,1484988,0,2641246,567259,2073987,38957300,14508861,360145,0.367230962,2.723081939,734982.00,25798155.00
12/31/2018,Uni,27,3,1,2,1,2,2,1,2,3,1,2,26.2,0.038167939,38872039,134279082,-14075539,148354621,36.21,36.21,3.49,209799688,177251244,32548444,20489652,134279082,151452004,160028463,8576459,931297,0,3,20008220,9490160,10518060,2186448,365896,1820552,0,-2382213,10780969,5525293,3798717,0,1456959,525662,931297,95197761,95447424,19847991,0.914077004,1.093999735,262909.00,16639868.00
12/31/2018,VTB,26,5,4,4,3,5,3,4,7,5,3,0,23.26,0.042992261,48116474,171511326,-35329400,206840726,73.42,73.42,7.21,287842262,238336212,49506050,63775674,171511326,213098398,213098398,0,-4895039,-2,-12,26633736,8778216,17855520,2718241,1315138,1403103,0,-4371144,16200553,12670868,8117022,0,-4587337,307702,-4895039,196999949,87652134,4236182,0.501033638,1.995873978,-1654967.00,21688057.00
3/31/2019,ABB,28,2,1,3,3,3,1,3,3,4,0,7,3.11,0.321543408,14616830,462046678,-8583446,470630124,58.64,58.72,1.39,677363992,634552156,42811836,31374560,462046678,527012543,537936861,10924318,448136,0,4,10606689,8324677,2282012,1285219,196519,1088700,0,-282893,4200887,1593073,1960226,0,647588,199452,448136,354775496,334688418,17813271,0.46662193,2.143062586,1918875.00,11345328.00
3/31/2019,ACBA,19,5,4,3,4,4,4,5,6,4,2,0,4.94,0.20242915,12809633,238798683,-7745623,246544306,63.6,60.47,1.76,398543413,332909408,65634005,30000000,238798683,230721299,236311917,5590618,583920,1,4,8693104,4214577,4478527,990247,428099,562148,2235,410558,6048731,1045937,3057456,1098568,846770,262850,583920,237251882,159861644,1429887,0.505470652,1.978354225,1570204.00,28750087.00
3/31/2019,Ameria,11,1,1,2,0,1,0,0,1,0,1,0,3.29,0.303951368,18178361,537147304,-14887526,552034830,81.9,81.9,1.08,775896088,682819717,93076371,37347200,537147304,393872308,448632641,54760333,3099373,2,14,14363849,7130127,7233722,1090749,300847,789902,0,277293,9283027,1503341,3891852,0,3887834,788461,3099373,233434420,538217984,4243684,0.419243852,2.385246665,2049305.00,53867137.00
3/31/2019,Ararat,31,5,4,3,2,4,2,1,6,2,0,1,0.33,3.03030303,404785,121968293,-1866085,123834378,461.01,461.01,0.33,221434751,183942862,37491889,8803655,121968293,75898497,89203472,13304975,387956,1,4,3849387,2326686,1522701,395787,137078,258709,0,-384896,1604871,101285,1139395,0,364191,-23765,387956,99287716,121136869,1010166,0.709960489,1.408529088,82170.00,37646494.00
3/31/2019,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,3.17,0.315457413,2661680,78863046,-2339931,81202977,90.79,87.91,2.9,232317180,186468619,45848561,8752800,78863046,91667767,122192640,30524873,1362942,2,12,5088956,3199949,1889007,314561,28202,286359,0,-1693,2690810,567609,360259,0,1762942,400000,1362942,157151026,74377588,788566,0.133884964,7.469098621,801803.00,128229829.00
3/31/2019,Artsakh,8,0,0,0,0,0,0,0,0,0,0,15,0.33,3.03030303,276422,81883503,-1023550,82907053,370.29,370.29,-1.61,154125071,116546716,37578355,23261150,81883503,93318022,93318022,0,1674584,4,18,3855548,1807429,2048119,122920,37417,85503,0,40871,2250717,-333388,629521,0,1954584,280000,1674584,111771425,42120243,233403,0.279697981,3.575285014,202598.00,37138732.00
3/31/2019,ASHB,19,6,4,5,5,6,3,3,4,4,2,3,2.78,0.35971223,12925554,452719522,-12478233,465197755,96.54,96.54,1.85,667419433,597794633,69624800,52227200,452719521,342647968,372233071,29585103,2230084,1,13,14269011,8535802,5733209,1272938,413278,859660,0,421774,7859437,2160372,2902253,0,2796812,566728,2230084,342341055,319141307,5937071,0.369269834,2.708046821,2126228.00,52659886.00
3/31/2019,Byblos,2,0,0,0,0,0,0,0,0,0,0,0,11.68,0.085616438,4342819,32809063,-4376560,37185623,100.78,100.78,-0.28,94459815,66786434,27673381,26249100,32809063,53778219,53778219,0,691968,3,10,1716678,972076,744602,28917,18598,10319,0,379030,1155459,-26807,313969,0,868297,176329,691968,53963428,40469626,26761,0.271726647,3.680169063,410857.00,32860361.00
3/31/2019,Converse,16,1,2,1,1,6,3,1,3,1,0,1,3.28,0.304878049,6744637,201636423,-4092497,205728920,60.68,60.68,0.06,287617011,246916010,40701001,16416633,201636423,189558835,206424212,16865377,1399130,2,14,5787687,2638805,3148882,648274,219122,429152,0,169342,4141287,31536,2339857,0,1769894,370764,1399130,112688344.9,172570206.6,2358459.49,0.565007207,1.769888928,992405.00,25510153.00
3/31/2019,Econom,28,3,1,2,2,5,2,1,2,3,1,1,0.65,1.538461538,878916,133310909,-1952389,135263298,222.14,222.14,0.57,228259064,190744770,37514294,25635343,133310909,97575006,100659773,3084767,546948,1,6,4769085,2508544,2260541,528931,121442,407489,0,-521037,2614531,193812,1737948,0,682771,135823,546948,135893331,90949311,1416422,0.664726484,1.504378153,353990.00,22497954.00
3/31/2019,Evoca,9,1,0,0,0,1,0,0,1,0,0,0,8.63,0.115874855,7471709,81988057,-2478649,84466706,34.01,33.17,2.19,143523896,113931844,29592052,17950000,81988057,63101333,68575635,5474302,337102,1,5,2357459,1329476,1027983,577940,149733,428207,0,-165934,1454186,443459,592817,0,417910,80808,337102,80262259,60788642,2472995,0.407662431,2.453009951,426203.00,17346251.00
3/31/2019,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,20.88,0.04789272,24658512,111266546,-6814300,118080846,27.63,27.63,1.43,198371172,158790695,39580477,18434350,111266547,152099101,152099101,0,41794,0,0,2761235,765291,1995944,587171,112329,474842,0,37594,2595864,407934,2135687,0,52243,10449,41794,92534734,101073717,4762721,0.822726845,1.215470245,599920.00,22986195.00
3/31/2019,IDbank,9,1,0,0,0,1,1,0,1,1,0,0,7.27,0.137551582,5456598,65165005,-4832751,69997756,94.93,88.57,-0.54,133006307,88578889,44427418,33971850,65165005,58470272,68338538,9868266,734152,2,7,2785268,1041291,1743977,158331,58048,100283,0,10509,1970492,-95044,1132877,0,932659,198507,734152,77748546,51371706,3886055,0.574920883,1.739369763,226515.00,26461235.00
3/31/2019,Ineco,17,2,0,0,1,2,1,1,1,0,0,0,2.84,0.352112676,6262322,214476172,-5660890,220137062,90.4,90.4,2.27,306039283,253031428,53007855,14545680,214476172,159418771,165925783,6507012,1789170,2,14,7777252,3155545,4621707,621079,356394,264685,0,193479,5404469,1227694,1942922,0,2233853,444683,1789170,172383591,132522697,1132995,0.359502848,2.781619132,782762.00,31067378.00
3/31/2019,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,1.37,0.729927007,132446,9589855,-72439,9662294,54.69,54.69,3.33,53884479,17031119,36853360,32100000,9589852,5949192,5949192,0,549830,4,6,829437,11308,818129,201562,65392,136170,0,8776,1063300,76889,324576,0,661835,112005,549830,39328634,14033801,522044,0.305253456,3.275966186,245171.00,26762352.00
3/31/2019,Uni,28,4,1,2,1,2,2,1,2,3,1,2,25.19,0.039698293,35280149,131463382,-15700946,147164328,42.35,44.5,2.88,212480265,179542678,32937587,20489653,131463382,151127373,159810934,8683561,210901,0,3,4775254,2285342,2489912,632827,138949,493878,0,-859514,2424438,1089621,1071002,0,263815,52914,210901,117866526,89514038,5099701,0.441752687,2.263710056,-65474.00,18773195.00
3/31/2019,VTB,26,5,4,5,3,5,3,4,7,5,3,0,31.07,0.032185388,92773368,171665376,-36892030,208557406,56.93,39.77,4.26,310789488,260380853,50408635,63775674,171665376,203225982,203225982,0,4071,0,0,7549584,2796564,4753020,760377,326786,433591,1246,-993777,4391227,2182880,2204276,0,4071,0,4071,213741652,93598426,3449410,0.501972683,1.992140277,-361793.00,23487942.00
6/30/2019,ABB,30,2,1,3,3,3,1,3,3,4,0,7,3.12,0.320512821,15562324,490131198,-8821506,498952704,56.69,56.69,1.1,726940989,683495042,43445947,31374560,490131198,536530894,547244899,10714005,2218198,1,11,21615022,16585455,5029567,2651951,411650,2240301,0,-573636,9558768,2591917,3975973,0,2990878,772680,2218198,332853717,344319837,13862984,0.415950361,2.404133026,4529201.00,7148999.00
6/30/2019,ACBA,19,5,4,3,4,4,4,5,6,4,2,0,4.74,0.210970464,12820736,262506539,-8171647,270678186,63.74,63.74,1.18,417810824,353193531,64617293,30000000,262506539,240842491,247697711,6855220,2477690,1,8,18010448,8557926,9452522,2215881,911358,1304523,4436,-1606093,10407880,1465700,5806072,-87865,3223973,746283,2477690,253036387,162815269,1959168,0.557853473,1.792585416,955358.00,26785574.00
6/30/2019,Ameria,11,1,1,2,0,1,0,0,1,0,1,0,3.95,0.253164557,22631461,560507735,-13022741,573530476,57.54,57.54,1.2,803338231,710039055,93299176,37347200,560507734,419517398,474404493,54887095,5569639,1,12,29442712,14598222,14844489,2300905,665731,1635174,0,-423567,18355452,3352891,7972858,0,7029703,1460063,5569639,256622153,540142299,6573779,0.434359121,2.302242434,3510963.00,54455483.00
6/30/2019,Ararat,30,5,4,3,2,4,2,1,6,2,0,1,0.37,2.702702703,475110,124888865,-2332112,127220977,490.86,490.86,-0.28,213518363,177162813,36355550,8803655,124888865,77135852,90288000,13152148,1348681,1,7,7829692,4694136,3135556,879238,328898,550340,0,-509583,3694428,-175097,2306496,0,1563029,214348,1348681,92853139,119861151,804073,0.624317486,1.601749146,558872.00,34867470.00
6/30/2019,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,2.04,0.490196078,1842618,89295829,-1241432,90537261,67.37,67.37,-0.62,262063226,212870225,49193001,8752800,89295829,97459767,129929236,32469469,4162265,3,18,10663005,6750546,3912459,407871,56678,351193,0,-12238,5664621,-252644,795000,0,5122265,960000,4162265,169040596,92513046,509584,0.140344782,7.12530944,1752162.00,151433467.00
6/30/2019,Artsakh,7,0,0,0,0,0,0,0,0,0,0,16,0.46,2.173913043,406988,87747540,-1106221,88853761,271.81,271.81,-1.12,161384121,122236207,39147914,23261150,87747540,93959699,93959699,0,3205708,4,17,7663544,3537916,4125628,284292,76892,207400,0,-7333,4479613,-473403,1262308,0,3690708,485000,3205708,115695222,45425445,263454,0.281789521,3.548748003,353985.00,34953314.00
6/30/2019,ASHB,19,6,2,5,5,6,3,3,4,4,2,3,2.77,0.36101083,12636693,444758555,-11673322,456431877,92.38,92.38,1.48,687611781,614938434,72673347,52227200,444758556,355377990,389012575,33634585,5231695,2,15,28777207,17379947,11397260,2611032,831390,1779642,0,495539,15781989,3435481,5825636,0,6520872,1289177,5231695,349228155,334502225,3881401,0.369131926,2.709058549,4384729.00,56109107.00
6/30/2019,Byblos,2,0,0,0,0,0,0,0,0,0,0,0,11.33,0.088261253,3548691,27713783,-3609791,31323574,101.72,101.72,-1.48,98511268,70120415,28390853,26249100,27713783,57134338,57134338,0,1164282,2,8,3368552,1941146,1427406,62938,40344,22594,0,357558,1812296,-268365,604272,0,1476389,312107,1164282,55380253,43055334,75681,0.333428976,2.999139463,384890.00,33316962.00
6/30/2019,Converse,17,1,2,1,1,6,3,1,3,1,0,1,3.63,0.275482094,7500896,202224274,-4153002,206377276,55.37,55.37,0.61,285819048,245159772,40659276,16416633,202224274,192807479,210729879,17922400,2338386,2,12,11691911,5349633,6342278,1378532,458204,920328,0,505264,8524025,627647,4762789,0,3133589,795203,2338386,111983903,171491428.8,2343716.19,0.558748831,1.789712917,2181747.00,23103754.00
6/30/2019,Econom,30,3,1,3,2,6,2,1,2,2,1,1,0.1,10,156130,147845979,-1508223,149354202,966,966,0.13,237394369,200004810,37389559,25635343,147845979,100455842,104766605,4310763,1426838,1,8,9876575,5132029,4744547,1128094,275612,852482,0,-1112064,5490305,93451,3548268,0,1848585,421747,1426838,142476037,93274461,1643871,0.64627885,1.547319706,745758.00,23530890.00
6/30/2019,Evoca,9,1,0,0,0,1,0,0,1,0,0,0,3.94,0.253807107,3404092,83052107,-2463502,85515609,73.13,72.37,1.81,146675612,117155770,29519842,17950000,83052107,71492019,76944329,5452310,872587,1,6,4888848,2744066,2144782,1212299,347963,864336,0,-426927,3036004,749736,1212779,0,1073489,200902,872587,78217847,65821212,2636553,0.399465547,2.5033448,891222.00,14344861.00
6/30/2019,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,17.73,0.056401579,20696896,111419253,-5338204,116757457,25.79,25.79,-0.8,195837614,154969817,40867797,18434350,111419252,148539504,148539504,0,1316852,1,7,5502381,1509761,3992620,1231867,240296,991571,0,318910,5525232,-463151,4327077,0,1661306,344454,1316852,94298676,96810704,4728234,0.783148472,1.276897084,1532612.00,20258897.00
6/30/2019,IDbank,9,1,0,0,0,1,1,0,1,1,0,0,4.82,0.20746888,3921073,72470519,-8954622,81425141,228.37,228.37,-0.5,138695697,96709180,41986517,33971850,72470519,67971867,75301264,7329397,1532750,2,7,5768438,2141274,3627164,366167,151265,214902,0,12042,4146466,-184775,2350189,0,1981052,448302,1532750,81407786,51379636,5908275,0.566793264,1.764311723,519302.00,28879179.00
6/30/2019,Ineco,17,2,0,0,1,2,1,1,1,0,0,0,3.82,0.261780105,8622173,219878805,-6124546,226003351,71.03,71.03,2.64,304531446,253789158,50742288,14545680,219878805,165847716,172160335,6312619,3548557,2,14,15814160,6402716,9411444,1289538,799693,489845,0,373678,11039442,2895024,3702275,0,4442143,893586,3548557,166817302,136081845,1632299,0.335367947,2.98179957,1627998.00,24529912.00
6/30/2019,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,1.32,0.757575758,138636,10422728,-85930,10508658,61.98,61.98,0.75,56206743,18876171,37330572,32100000,10422728,5096150,5096150,0,1027042,4,6,1661861,22643,1639218,289289,65909,223380,0,-212443,1780954,36329,474146,0,1270479,243437,1027042,39546035,14685402,1975306,0.266231469,3.756129971,141736.00,24395728.00
6/30/2019,Uni,30,4,1,2,2,2,2,1,2,3,1,2,25.47,0.039261877,38514688,135099245,-16124274,151223519,41.87,41.87,3.15,222545335,189485862,33059473,20489653,135099245,160328410,169326891,8998481,533195,0,3,9538573,4602852,4935721,1347076,273268,1073808,0,-1646959,5057579,2336487,2125732,0,595360,62165,533195,115728755,102963472,3853108,0.420306237,2.379217608,121858.00,17135529.00
6/30/2019,VTB,27,5,4,5,3,5,3,4,7,5,3,0,20.17,0.049578582,43293235,182478940,-32154620,214633560,74.27,74.27,3.96,297590113,247381022,50209091,63775674,182478940,207809052,207809052,0,476347,0,2,15275020,5833274,9441746,1570788,703025,867762,0,-1655435,8920936,4148999,4339220,0,432717,-43630,476347,204663944,89623257.05,3302911.94,0.486408601,2.055884698,-520810.00,23957780.00
9/30/2019,ABB,30,3,1,2,3,3,1,4,3,3,0,7,3.14,0.318471338,16732718,523139875,-9893544,533033419,59.13,59.13,1.46,782969783,731232937,51736846,40010409,523139875,580831027,591519271,10688244,3444737,1,11,33610391,25013781,8596610,4355947,634023,3721924,0,-1008567,15634325,5341590,5804356,0,4488379,1043642,3444737,390377950,370649463,21942370,0.371257218,2.693550324,7037715.00,5364477.00
9/30/2019,ACBA,19,5,4,3,4,4,4,5,6,4,2,0,4,0.25,11442057,277952965,-8361020,286313985,73.07,73.07,0.7,405843471,338979288,66864183,30000000,277952965,229998154,236769407,6771253,5133974,2,10,28246718,13139294,15107424,3542946,1469642,2073304,6621,-2256705,16780146,1360451,9193654,-148470,6374511,1240537,5133974,258967295,145132407,1743769,0.547888797,1.825187895,1672722.00,23652208.00
9/30/2019,Ameria,11,1,1,2,0,1,1,0,1,0,1,0,3.59,0.278551532,20884198,566278824,-15822503,582101327,75.76,75.76,1.36,820083827,723563583,96520244,37347200,566278826,467742123,521209497,53467374,8755199,1,13,44868504,21969047,22899457,3740602,1104204,2636398,0,-375640,29020363,5769438,12209399,0,11041526,2286327,8755199,261550005.3,550723317,7810505,0.420718343,2.376887095,6120906.00,46070413.00
9/30/2019,Ararat,30,5,4,3,2,4,2,1,7,2,0,1,0.34,2.941176471,462771,133029907,-2794904,135824811,603.95,603.95,-0.14,216808810,179666915,37141895,8803655,133029907,83739029,97759253,14020224,2209802,1,8,11864331,6871092,4993239,1421179,545578,875601,1494,-805603,5958463,-133464,3485651,0,2606276,396474,2209802,92967440,122584428,1256942,0.584991633,1.709426159,965224.00,36092211.00
9/30/2019,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,1.59,0.628930818,1429937,88429726,-1296337,89726063,90.66,90.66,-0.29,264482774,212599189,51883585,8752800,88429726,107036921,139646871,32609950,6519527,4,18,16545420,10524590,6020830,487917,80730,407187,1174,-15473,9144956,-185621,1211050,0,8119527,1600000,6519527,169048494,95075672,358608,0.132428193,7.551262139,3124126.00,151657497.00
9/30/2019,Artsakh,9,0,0,0,0,0,0,0,0,0,0,16,0.36,2.777777778,328798,90458315,-1170306,91628621,355.93,355.93,-0.61,164874569,124335774,40538795,23261150,90458315,94309150,94309150,0,4538911,4,16,11619457,5307704,6311753,444863,119594,325269,1174,-85744,6770808,-395941,1772838,0,5393911,855000,4538911,117925802,46651243,297524,0.261835515,3.819191602,459055.00,40938897.00
9/30/2019,ASHB,18,6,4,5,5,6,3,3,4,4,2,3,3.01,0.332225914,13821048,445067206,-13576930,458644136,98.23,98.23,1.74,672387080,596480841,75906239,52227200,445067206,379460491,404855213,25394722,6530440,2,16,43782991,26149671,17633320,4138347,1392199,2746148,0,2998773,26813101,8425315,9855591,0,8532196,2001756,6530440,347318255,319460889,5607936,0.348435762,2.869969472,9179781.00,58599469.00
9/30/2019,Byblos,3,0,0,0,0,0,0,0,0,0,0,0,6.49,0.154083205,2194046,31678221,-2135895,33814116,97.35,97.35,-0.9,99069993,70140743,28929250,26249100,31678221,57453968,57453968,0,1412380,2,7,5083633,2949960,2133673,99596,62690,36906,0,328307,2529599,-235506,928697,0,1836408,424028,1412380,57336586,41705259,28148,0.367132103,2.723815193,395926.00,34949736.00
9/30/2019,Converse,17,1,2,1,1,6,3,1,3,1,0,1,4.74,0.210970464,10165246,210312165,-4264035,214576200,41.95,41.95,0.54,302182665,260112845,42069820,16416633,210312164,206100662,224611894,18511232,3868088,2,13,17747261,8201792,9545469,2281045,716978,1564067,0,769849,13255658,834871,7164651,0,5256136,1388048,3868088,118395168.1,181309599,2477897.85,0.540497575,1.850147061,3710189.00,19191727.00
9/30/2019,Econom,30,3,1,2,2,5,2,1,2,3,1,1,0.14,7.142857143,224506,160145133,-2244301,162389434,999.66,999.66,0.71,251154828,213615214,37539614,25635343,160145134,106198122,111675884,5477762,1724168,1,6,15219797,7897961,7321837,1785957,436527,1349430,1462,-1673134,8605302,765931,5462638,0,2376731,652564,1724168,154105631,95605853,1443344,0.634799104,1.57530153,1283465.00,7488240.00
